Lon   Lat   clay silt sand orgC CN pH cellfraction 
75.75 14.25 0.270 0.240 0.490 0.008 10.000 6.400 0.386 
123.75 67.75 0.210 0.420 0.370 0.017 14.000 5.100 0.400 
114.25 -22.75 0.260 0.250 0.490 0.007 11.000 7.800 0.330 
14.25 -1.25 0.060 0.050 0.890 0.004 13.000 5.600 0.483 
97.75 31.25 0.270 0.300 0.430 0.014 11.000 7.600 0.377 
78.75 51.25 0.320 0.400 0.280 0.014 10.000 7.400 0.833 
-112.75 35.75 0.230 0.400 0.370 0.013 9.000 7.200 0.500 
150.75 -23.75 0.170 0.220 0.610 0.005 12.000 6.200 0.410 
152.75 -4.25 0.240 0.330 0.430 0.014 12.000 5.100 0.560 
86.25 49.25 0.270 0.300 0.430 0.014 11.000 7.600 0.455 
31.25 -10.25 0.390 0.170 0.440 0.013 12.000 4.900 0.479 
35.75 -7.75 0.320 0.280 0.400 0.011 10.000 6.700 0.493 
54.25 43.25 0.290 0.330 0.380 0.005 10.000 8.200 0.460 
113.25 23.75 0.260 0.190 0.550 0.009 13.000 5.300 0.387 
-164.25 68.75 0.200 0.480 0.320 0.031 17.000 6.300 0.499 
102.75 3.75 0.220 0.190 0.590 0.008 11.000 5.100 0.499 
-105.25 22.75 0.270 0.240 0.490 0.008 10.000 6.400 0.357 
103.75 38.25 0.230 0.280 0.490 0.007 10.000 8.000 0.655 
18.75 -25.25 0.280 0.310 0.410 0.006 11.000 7.800 0.438 
148.25 -41.75 0.170 0.220 0.610 0.005 12.000 6.200 0.325 
-48.25 -22.25 0.390 0.170 0.440 0.013 12.000 4.900 0.500 
112.25 63.25 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
23.25 0.25 0.350 0.110 0.540 0.010 13.000 4.500 0.518 
92.25 75.75 0.200 0.480 0.320 0.031 17.000 6.300 0.600 
-67.75 54.25 0.270 0.300 0.430 0.014 11.000 7.600 0.979 
120.75 17.25 0.220 0.190 0.590 0.008 11.000 5.100 0.369 
10.75 0.75 0.390 0.170 0.440 0.013 12.000 4.900 0.387 
124.75 -16.25 0.130 0.190 0.680 0.006 11.000 6.500 0.412 
-93.75 57.25 0.210 0.610 0.180 0.353 17.000 4.800 0.700 
27.75 -10.75 0.060 0.050 0.890 0.004 13.000 5.600 0.505 
37.25 16.75 0.130 0.190 0.680 0.006 11.000 6.500 0.348 
126.25 50.25 0.270 0.300 0.430 0.014 11.000 7.600 0.455 
127.75 71.25 0.200 0.480 0.320 0.031 17.000 6.300 0.288 
78.25 22.75 0.530 0.240 0.230 0.012 12.000 6.800 0.608 
42.25 26.25 0.170 0.270 0.560 0.004 9.000 8.000 0.628 
14.75 12.25 0.170 0.220 0.610 0.005 12.000 6.200 0.700 
52.75 47.75 0.180 0.120 0.700 0.004 11.000 7.300 0.700 
-70.75 55.75 0.060 0.200 0.740 0.030 17.000 4.500 0.371 
84.25 46.25 0.180 0.120 0.700 0.004 11.000 7.300 0.652 
72.75 49.75 0.320 0.400 0.280 0.014 10.000 7.400 0.685 
135.25 67.75 0.210 0.420 0.370 0.017 14.000 5.100 0.586 
106.75 61.25 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
29.75 3.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
104.75 29.75 0.320 0.280 0.400 0.011 10.000 6.700 0.461 
-50.75 67.25 0.270 0.300 0.430 0.014 11.000 7.600 0.438 
-128.75 63.75 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
90.75 72.75 0.200 0.480 0.320 0.031 17.000 6.300 0.767 
-79.75 21.75 0.240 0.310 0.450 0.010 11.000 6.600 0.491 
-145.25 62.25 0.320 0.300 0.380 0.014 11.000 4.900 0.500 
24.75 50.75 0.340 0.310 0.350 0.018 12.000 6.400 0.461 
85.75 68.25 0.410 0.330 0.260 0.307 21.000 4.400 0.688 
137.25 50.25 0.230 0.270 0.500 0.008 11.000 6.200 1.000 
-131.75 59.25 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
-46.25 -11.25 0.060 0.050 0.890 0.004 13.000 5.600 0.575 
95.25 48.25 0.230 0.400 0.370 0.013 9.000 7.200 0.517 
60.75 35.25 0.170 0.270 0.560 0.004 9.000 8.000 0.403 
-91.25 17.75 0.230 0.270 0.500 0.008 11.000 6.200 0.536 
95.75 71.25 0.200 0.480 0.320 0.031 17.000 6.300 0.340 
34.25 -6.75 0.260 0.190 0.550 0.009 13.000 5.300 0.444 
54.75 42.75 0.290 0.330 0.380 0.005 10.000 8.200 0.539 
108.25 22.25 0.260 0.190 0.550 0.009 13.000 5.300 0.642 
-6.75 57.75 0.383 0.327 0.290 0.269 20.162 4.545 0.612 
156.25 50.25 0.263 0.389 0.348 0.052 12.119 6.417 0.596 
-132.75 57.75 0.200 0.267 0.533 0.019 13.000 6.567 0.416 
65.75 62.25 0.410 0.330 0.260 0.307 21.000 4.400 0.567 
25.75 7.75 0.370 0.120 0.510 0.014 15.000 4.900 0.375 
31.25 -6.25 0.260 0.190 0.550 0.009 13.000 5.300 0.445 
174.75 69.25 0.200 0.480 0.320 0.031 17.000 6.300 0.419 
-53.25 -7.25 0.280 0.200 0.520 0.008 10.000 6.200 0.533 
-76.25 69.75 0.080 0.370 0.550 0.020 11.000 5.900 0.599 
100.25 70.75 0.200 0.480 0.320 0.031 17.000 6.300 0.320 
-56.25 -2.75 0.350 0.110 0.540 0.010 13.000 4.500 0.430 
168.25 69.75 0.200 0.480 0.320 0.031 17.000 6.300 0.700 
74.75 33.75 0.240 0.310 0.450 0.010 11.000 6.600 0.463 
-78.25 61.75 0.218 0.319 0.463 0.016 11.013 7.122 0.906 
-44.25 -9.25 0.390 0.170 0.440 0.013 12.000 4.900 0.522 
120.75 29.25 0.220 0.190 0.590 0.008 11.000 5.100 0.409 
40.75 37.75 0.270 0.240 0.490 0.008 10.000 6.400 0.482 
97.75 69.25 0.270 0.300 0.430 0.014 11.000 7.600 0.343 
-58.75 -25.25 0.230 0.320 0.450 0.009 11.000 7.000 0.400 
-98.25 53.75 0.340 0.320 0.340 0.232 18.500 4.850 0.642 
131.25 -12.75 0.170 0.220 0.610 0.005 12.000 6.200 0.362 
139.75 39.25 0.238 0.336 0.426 0.016 11.572 5.997 0.287 
153.75 65.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
126.25 73.25 0.200 0.480 0.320 0.031 17.000 6.300 0.401 
44.25 6.25 0.190 0.260 0.550 0.007 10.000 7.900 0.626 
140.25 38.75 0.270 0.300 0.430 0.014 11.000 7.600 0.267 
-117.25 70.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
-64.25 59.75 0.270 0.300 0.430 0.014 11.000 7.600 0.925 
133.25 55.75 0.270 0.300 0.430 0.014 11.000 7.600 0.486 
-125.75 60.25 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
-4.25 7.75 0.250 0.240 0.510 0.009 11.000 4.800 0.408 
-40.25 -9.75 0.540 0.290 0.170 0.008 11.000 7.900 0.499 
60.25 48.25 0.230 0.400 0.370 0.013 9.000 7.200 0.388 
139.25 -24.25 0.540 0.290 0.170 0.008 11.000 7.900 0.363 
-64.25 -5.25 0.350 0.110 0.540 0.010 13.000 4.500 0.294 
12.25 62.25 0.270 0.300 0.430 0.014 11.000 7.600 0.284 
-153.25 60.75 0.270 0.300 0.430 0.014 11.000 7.600 0.341 
122.75 70.25 0.210 0.420 0.370 0.017 14.000 5.100 0.539 
44.75 23.25 0.170 0.270 0.560 0.004 9.000 8.000 0.473 
-67.25 -13.75 0.250 0.240 0.510 0.009 11.000 4.800 0.455 
-60.75 -10.75 0.390 0.170 0.440 0.013 12.000 4.900 0.533 
38.75 51.25 0.280 0.480 0.240 0.022 11.000 7.000 0.667 
-103.75 61.75 0.240 0.330 0.430 0.014 12.000 5.100 0.700 
-70.75 43.75 0.100 0.300 0.600 0.032 18.000 4.700 0.408 
105.75 9.75 0.430 0.330 0.240 0.030 13.000 4.800 0.474 
-15.75 18.25 0.050 0.060 0.890 0.004 11.000 6.400 0.685 
-70.25 58.25 0.270 0.300 0.430 0.014 11.000 7.600 1.000 
82.75 69.75 0.200 0.480 0.320 0.031 17.000 6.300 0.315 
44.25 62.75 0.060 0.200 0.740 0.030 17.000 4.500 0.457 
66.75 64.25 0.410 0.330 0.260 0.307 21.000 4.400 0.389 
112.75 31.25 0.270 0.300 0.430 0.014 11.000 7.600 0.358 
117.75 72.25 0.200 0.480 0.320 0.031 17.000 6.300 0.550 
-52.75 3.25 0.390 0.170 0.440 0.013 12.000 4.900 0.638 
101.75 42.25 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
146.25 61.75 0.270 0.300 0.430 0.014 11.000 7.600 0.350 
3.25 50.75 0.140 0.480 0.380 0.018 12.000 5.000 0.382 
-111.75 70.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
178.75 67.75 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-179.75 70.75 0.123 0.406 0.471 0.027 13.019 6.032 0.528 
36.75 49.25 0.280 0.480 0.240 0.022 11.000 7.000 0.564 
-69.25 53.75 0.060 0.200 0.740 0.030 17.000 4.500 0.370 
140.25 60.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-52.25 -10.75 0.220 0.190 0.590 0.008 11.000 5.100 0.513 
9.25 1.25 0.285 0.181 0.534 0.009 11.071 5.003 0.435 
20.75 -31.75 0.280 0.310 0.410 0.006 11.000 7.800 0.425 
13.25 -17.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
92.75 46.25 0.180 0.120 0.700 0.004 11.000 7.300 0.554 
-113.25 46.75 0.130 0.290 0.580 0.006 11.000 6.200 0.478 
12.75 1.75 0.390 0.170 0.440 0.013 12.000 4.900 0.500 
-6.25 20.25 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
67.25 64.75 0.320 0.300 0.380 0.014 11.000 4.900 0.433 
143.25 71.25 0.200 0.480 0.320 0.031 17.000 6.300 0.800 
-88.25 50.25 0.060 0.200 0.740 0.030 17.000 4.500 0.871 
124.25 12.25 0.358 0.240 0.402 0.010 10.088 5.525 0.385 
96.25 36.25 0.170 0.270 0.560 0.004 9.000 8.000 0.797 
35.75 64.25 0.060 0.200 0.740 0.030 17.000 4.500 0.501 
72.25 27.25 0.060 0.060 0.880 0.002 12.000 5.900 0.502 
-96.75 41.25 0.310 0.360 0.330 0.018 11.000 6.200 0.700 
83.25 69.25 0.200 0.480 0.320 0.031 17.000 6.300 0.800 
-53.25 -28.25 0.500 0.190 0.310 0.028 16.000 4.900 0.750 
1.75 41.75 0.280 0.370 0.350 0.007 10.000 8.000 0.508 
-114.25 46.75 0.230 0.400 0.370 0.013 9.000 7.200 0.369 
52.25 55.75 0.200 0.220 0.580 0.008 11.000 6.200 0.579 
60.75 62.25 0.260 0.290 0.450 0.010 11.000 6.200 0.353 
84.25 60.75 0.240 0.330 0.430 0.014 12.000 5.100 0.467 
33.75 34.75 0.277 0.339 0.383 0.008 10.136 7.696 0.386 
-75.25 53.25 0.060 0.200 0.740 0.030 17.000 4.500 0.542 
28.75 -22.25 0.210 0.210 0.580 0.005 10.000 8.000 0.324 
-50.75 -2.75 0.350 0.110 0.540 0.010 13.000 4.500 0.289 
38.25 60.75 0.140 0.480 0.380 0.018 12.000 5.000 0.428 
-56.75 -24.25 0.320 0.300 0.380 0.014 11.000 4.900 0.333 
-6.25 58.25 0.390 0.327 0.283 0.281 20.412 4.515 0.604 
85.25 32.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-103.25 18.25 0.270 0.240 0.490 0.008 10.000 6.400 0.287 
133.75 -18.25 0.170 0.240 0.590 0.010 13.000 5.200 0.507 
29.75 14.75 0.230 0.280 0.490 0.007 10.000 8.000 0.500 
143.75 -29.25 0.180 0.200 0.620 0.004 12.000 7.900 0.391 
-96.25 71.25 0.080 0.370 0.550 0.020 11.000 5.900 0.743 
116.75 -29.25 0.060 0.050 0.890 0.004 13.000 5.600 0.401 
62.75 36.25 0.280 0.310 0.410 0.006 11.000 7.800 0.388 
107.25 62.25 0.210 0.420 0.370 0.017 14.000 5.100 0.645 
-55.75 -12.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
19.25 10.75 0.190 0.160 0.650 0.007 12.000 6.200 0.612 
83.75 30.25 0.270 0.300 0.430 0.014 11.000 7.600 0.382 
-54.75 -9.25 0.270 0.300 0.430 0.014 11.000 7.600 0.487 
21.75 12.25 0.190 0.160 0.650 0.007 12.000 6.200 0.625 
89.25 30.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-25.25 69.75 0.278 0.290 0.431 0.144 15.878 5.668 0.542 
66.75 56.25 0.280 0.480 0.240 0.022 11.000 7.000 0.528 
147.25 -6.25 0.280 0.280 0.440 0.026 13.000 5.100 0.361 
1.25 32.25 0.270 0.300 0.430 0.014 11.000 7.600 0.418 
116.75 43.75 0.320 0.400 0.280 0.014 10.000 7.400 0.872 
31.25 22.75 0.170 0.270 0.560 0.004 9.000 8.000 0.578 
76.75 59.25 0.100 0.400 0.500 0.011 11.000 5.500 0.353 
29.75 -11.25 0.390 0.170 0.440 0.013 12.000 4.900 0.401 
22.75 -16.25 0.290 0.300 0.410 0.010 11.000 6.200 0.466 
-67.25 10.75 0.288 0.232 0.480 0.009 11.012 6.023 0.466 
-6.75 23.75 0.170 0.270 0.560 0.004 9.000 8.000 0.582 
-7.75 5.25 0.270 0.300 0.430 0.014 11.000 7.600 0.330 
26.25 7.25 0.370 0.120 0.510 0.014 15.000 4.900 0.375 
18.25 -13.25 0.060 0.050 0.890 0.004 13.000 5.600 0.444 
-93.25 37.25 0.260 0.190 0.550 0.009 13.000 5.300 0.538 
167.75 66.25 0.270 0.300 0.430 0.014 11.000 7.600 0.378 
-12.25 16.25 0.130 0.190 0.680 0.006 11.000 6.500 0.832 
41.75 41.75 0.270 0.300 0.430 0.014 11.000 7.600 0.347 
40.75 45.75 0.300 0.370 0.330 0.018 11.000 7.000 0.681 
44.75 -16.25 0.050 0.060 0.890 0.004 11.000 6.400 0.451 
89.25 37.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-68.25 -31.75 0.230 0.320 0.450 0.009 11.000 7.000 0.389 
-140.75 69.75 0.223 0.372 0.405 0.020 13.025 6.766 0.400 
36.75 47.75 0.280 0.480 0.240 0.022 11.000 7.000 0.700 
84.25 59.75 0.410 0.330 0.260 0.307 21.000 4.400 0.573 
100.75 66.75 0.270 0.300 0.430 0.014 11.000 7.600 0.384 
-14.25 22.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
29.25 24.25 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
-81.75 35.75 0.220 0.190 0.590 0.008 11.000 5.100 0.870 
-65.75 -5.75 0.350 0.110 0.540 0.010 13.000 4.500 0.487 
-91.25 78.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
31.75 61.25 0.067 0.231 0.702 0.027 16.104 4.645 0.499 
-45.25 -16.25 0.190 0.160 0.650 0.007 12.000 6.200 0.376 
11.75 6.75 0.390 0.170 0.440 0.013 12.000 4.900 0.571 
67.75 53.75 0.280 0.480 0.240 0.022 11.000 7.000 0.622 
47.75 55.25 0.300 0.370 0.330 0.018 11.000 7.000 0.368 
73.25 46.75 0.170 0.270 0.560 0.004 9.000 8.000 0.655 
125.75 57.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
83.75 63.25 0.320 0.300 0.380 0.014 11.000 4.900 0.444 
90.25 39.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
16.25 -11.25 0.190 0.260 0.550 0.007 11.000 5.500 0.332 
84.75 57.75 0.140 0.480 0.380 0.018 12.000 5.000 0.550 
64.25 42.25 0.060 0.060 0.880 0.002 12.000 5.900 0.428 
23.75 -8.25 0.390 0.170 0.440 0.013 12.000 4.900 0.501 
21.75 -21.25 0.050 0.060 0.890 0.004 11.000 6.400 0.547 
172.75 -43.25 0.240 0.310 0.450 0.010 11.000 6.600 0.350 
-116.25 69.25 0.080 0.370 0.550 0.020 11.000 5.900 0.849 
168.25 63.75 0.210 0.420 0.370 0.017 14.000 5.100 0.690 
12.25 -15.75 0.230 0.280 0.490 0.007 10.000 8.000 0.485 
26.25 26.25 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
-75.75 -2.75 0.350 0.110 0.540 0.010 13.000 4.500 0.387 
-109.75 55.25 0.130 0.290 0.580 0.006 11.000 6.200 0.667 
-83.75 36.25 0.220 0.190 0.590 0.008 11.000 5.100 0.753 
-108.75 49.25 0.230 0.400 0.370 0.013 9.000 7.200 0.320 
-96.25 30.25 0.270 0.240 0.490 0.008 10.000 6.400 1.000 
51.75 31.25 0.280 0.310 0.410 0.006 11.000 7.800 0.361 
173.75 69.75 0.200 0.480 0.320 0.031 17.000 6.300 0.521 
-104.25 59.75 0.060 0.200 0.740 0.030 17.000 4.500 0.401 
71.75 68.25 0.200 0.480 0.320 0.031 17.000 6.300 0.800 
-54.75 -19.75 0.190 0.160 0.650 0.007 12.000 6.200 0.568 
-116.75 48.25 0.090 0.320 0.590 0.031 11.000 5.900 0.601 
32.75 -9.75 0.390 0.170 0.440 0.013 12.000 4.900 0.379 
65.75 27.25 0.180 0.280 0.540 0.004 14.000 8.100 0.369 
128.25 -24.75 0.060 0.050 0.890 0.004 13.000 5.600 0.346 
145.25 -22.25 0.540 0.290 0.170 0.008 11.000 7.900 0.326 
109.75 47.75 0.270 0.300 0.430 0.014 11.000 7.600 0.333 
126.25 7.75 0.370 0.240 0.390 0.010 10.000 5.490 0.398 
170.25 67.75 0.200 0.480 0.320 0.031 17.000 6.300 0.408 
42.75 37.75 0.270 0.300 0.430 0.014 11.000 7.600 0.397 
-99.25 20.25 0.280 0.310 0.410 0.006 11.000 7.800 0.403 
-106.25 48.75 0.230 0.400 0.370 0.013 9.000 7.200 0.463 
127.75 -22.75 0.060 0.050 0.890 0.004 13.000 5.600 0.500 
123.75 -28.75 0.060 0.050 0.890 0.004 13.000 5.600 0.397 
-47.25 -17.75 0.390 0.170 0.440 0.013 12.000 4.900 0.334 
50.75 44.75 0.227 0.210 0.563 0.008 11.141 7.547 0.524 
-105.75 53.25 0.280 0.480 0.240 0.022 11.000 7.000 0.351 
115.25 69.75 0.210 0.420 0.370 0.017 14.000 5.100 0.420 
159.75 67.25 0.210 0.420 0.370 0.017 14.000 5.100 0.355 
123.75 73.25 0.200 0.480 0.320 0.031 17.000 6.300 0.400 
-93.75 79.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
89.25 22.75 0.290 0.300 0.410 0.010 11.000 6.200 0.387 
74.25 23.75 0.540 0.290 0.170 0.008 11.000 7.900 0.642 
51.25 29.25 0.270 0.330 0.400 0.005 10.000 8.200 0.464 
30.25 41.25 0.264 0.246 0.489 0.012 10.291 6.277 0.494 
70.25 40.75 0.280 0.310 0.410 0.006 11.000 7.800 0.470 
45.25 18.75 0.180 0.280 0.540 0.004 14.000 8.100 0.523 
91.25 71.25 0.400 0.350 0.250 0.384 15.000 5.900 0.472 
89.75 65.75 0.210 0.420 0.370 0.017 14.000 5.100 0.418 
120.25 -27.75 0.170 0.270 0.560 0.004 9.000 8.000 0.390 
91.25 53.75 0.210 0.320 0.470 0.019 11.000 7.300 0.516 
40.75 29.25 0.060 0.060 0.880 0.002 12.000 5.900 0.520 
-92.25 53.75 0.410 0.330 0.260 0.307 21.000 4.400 0.601 
76.25 66.25 0.050 0.150 0.800 0.018 19.000 4.700 0.550 
90.75 73.25 0.200 0.480 0.320 0.031 17.000 6.300 0.601 
-79.25 40.25 0.220 0.190 0.590 0.008 11.000 5.100 0.395 
45.25 43.25 0.340 0.310 0.350 0.018 12.000 6.400 0.407 
-88.75 14.75 0.240 0.330 0.430 0.014 12.000 5.100 0.323 
150.25 71.25 0.220 0.270 0.510 0.011 10.000 5.000 0.375 
16.25 39.75 0.240 0.310 0.450 0.010 11.000 6.600 0.422 
-70.25 -46.75 0.180 0.200 0.620 0.004 12.000 7.900 0.385 
34.75 12.25 0.540 0.290 0.170 0.008 11.000 7.900 0.371 
140.25 -18.25 0.210 0.210 0.580 0.005 10.000 8.000 0.289 
99.25 59.25 0.140 0.480 0.380 0.018 12.000 5.000 0.600 
48.25 60.75 0.140 0.480 0.380 0.018 12.000 5.000 0.382 
25.25 -12.25 0.480 0.160 0.360 0.012 12.000 5.400 0.495 
117.25 6.75 0.220 0.190 0.590 0.008 11.000 5.100 0.508 
-48.75 -5.75 0.190 0.160 0.650 0.007 12.000 6.200 0.389 
20.75 63.75 0.082 0.209 0.710 0.029 16.489 4.545 0.496 
-65.25 -25.25 0.230 0.320 0.450 0.009 11.000 7.000 0.545 
-109.25 36.75 0.190 0.260 0.550 0.007 10.000 7.900 0.456 
-119.75 51.25 0.060 0.200 0.740 0.030 17.000 4.500 0.598 
-8.25 39.75 0.200 0.220 0.580 0.008 11.000 6.200 0.364 
49.25 8.75 0.220 0.410 0.370 0.005 9.000 7.900 0.700 
64.25 39.75 0.060 0.060 0.880 0.002 12.000 5.900 0.492 
-90.25 38.75 0.330 0.340 0.330 0.013 10.000 5.700 0.336 
-87.75 42.75 0.200 0.220 0.580 0.008 11.000 6.200 0.598 
140.75 66.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-84.75 11.75 0.430 0.270 0.300 0.009 12.000 6.900 0.319 
121.25 -24.25 0.060 0.050 0.890 0.004 13.000 5.600 0.499 
4.75 34.75 0.180 0.280 0.540 0.004 14.000 8.100 0.648 
-1.25 6.25 0.220 0.190 0.590 0.008 11.000 5.100 0.975 
24.75 12.25 0.270 0.300 0.430 0.014 11.000 7.600 0.326 
-23.75 74.25 0.277 0.290 0.433 0.015 11.320 6.189 0.495 
139.75 -5.25 0.400 0.350 0.250 0.384 15.000 5.900 0.470 
134.25 52.75 0.270 0.300 0.430 0.014 11.000 7.600 0.416 
-82.75 69.25 0.080 0.370 0.550 0.020 11.000 5.900 0.693 
27.25 -19.25 0.050 0.060 0.890 0.004 11.000 6.400 0.506 
55.25 71.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
-56.25 81.75 0.085 0.366 0.548 0.020 11.054 5.948 0.977 
10.25 6.75 0.390 0.170 0.440 0.013 12.000 4.900 0.404 
92.25 71.75 0.200 0.480 0.320 0.031 17.000 6.300 0.800 
40.25 45.75 0.300 0.370 0.330 0.018 11.000 7.000 0.583 
106.25 9.75 0.290 0.300 0.410 0.010 11.000 6.200 0.407 
80.75 43.25 0.310 0.430 0.260 0.019 10.000 7.800 0.678 
17.75 -5.25 0.060 0.050 0.890 0.004 13.000 5.600 0.411 
41.75 65.25 0.050 0.150 0.800 0.018 19.000 4.700 0.500 
96.75 31.25 0.270 0.300 0.430 0.014 11.000 7.600 0.369 
126.25 38.75 0.240 0.310 0.450 0.010 11.000 6.600 0.625 
-47.75 -20.25 0.480 0.160 0.360 0.012 12.000 5.400 0.861 
146.25 -31.25 0.180 0.200 0.620 0.004 12.000 7.900 0.375 
104.75 -5.75 0.270 0.240 0.490 0.008 10.000 6.400 0.610 
-60.75 53.75 0.060 0.200 0.740 0.030 17.000 4.500 0.499 
142.75 67.75 0.210 0.420 0.370 0.017 14.000 5.100 0.439 
87.75 33.75 0.270 0.300 0.430 0.014 11.000 7.600 0.514 
1.25 42.25 0.280 0.370 0.350 0.007 10.000 8.000 0.363 
19.75 18.25 0.270 0.300 0.430 0.014 11.000 7.600 0.453 
-65.25 57.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-51.25 3.75 0.250 0.240 0.510 0.009 11.000 4.800 0.370 
8.75 47.75 0.200 0.220 0.580 0.008 11.000 6.200 0.407 
5.25 28.25 0.170 0.270 0.560 0.004 9.000 8.000 0.622 
115.75 61.75 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
-103.25 25.75 0.280 0.310 0.410 0.006 11.000 7.800 0.486 
12.75 3.75 0.390 0.170 0.440 0.013 12.000 4.900 0.933 
-118.75 57.75 0.210 0.610 0.180 0.353 17.000 4.800 0.642 
-13.25 24.25 0.170 0.270 0.560 0.004 9.000 8.000 0.401 
37.25 1.25 0.170 0.270 0.560 0.004 9.000 8.000 0.382 
23.75 63.75 0.060 0.200 0.740 0.030 17.000 4.500 0.510 
83.75 50.25 0.270 0.300 0.430 0.014 11.000 7.600 0.365 
135.75 54.25 0.400 0.350 0.250 0.384 15.000 5.900 0.667 
-160.25 55.75 0.270 0.300 0.430 0.014 11.000 7.600 0.336 
50.25 46.75 0.310 0.330 0.360 0.004 12.000 8.700 0.944 
104.25 68.25 0.210 0.420 0.370 0.017 14.000 5.100 0.400 
-54.75 -26.25 0.370 0.240 0.390 0.010 10.000 5.490 0.969 
84.75 23.25 0.370 0.240 0.390 0.010 10.000 5.490 0.424 
-50.25 64.75 0.270 0.300 0.430 0.014 11.000 7.600 0.438 
61.75 47.75 0.180 0.120 0.700 0.004 11.000 7.300 0.450 
-54.25 -33.75 0.310 0.360 0.330 0.018 11.000 6.200 0.501 
-122.75 69.75 0.080 0.370 0.550 0.020 11.000 5.900 0.601 
48.75 -15.25 0.390 0.170 0.440 0.013 12.000 4.900 0.352 
89.75 28.25 0.280 0.280 0.440 0.026 13.000 5.100 0.334 
133.75 -31.75 0.170 0.240 0.590 0.010 13.000 5.200 0.513 
97.75 36.25 0.170 0.270 0.560 0.004 9.000 8.000 1.000 
114.75 1.75 0.220 0.190 0.590 0.008 11.000 5.100 0.444 
27.25 -1.75 0.370 0.240 0.390 0.010 10.000 5.490 0.500 
25.75 -15.25 0.350 0.110 0.540 0.010 13.000 4.500 0.500 
-132.25 53.75 0.060 0.200 0.740 0.030 17.000 4.500 0.700 
90.75 29.25 0.200 0.240 0.560 0.012 12.000 5.100 0.276 
35.75 3.75 0.130 0.190 0.680 0.006 11.000 6.500 0.388 
22.75 -6.75 0.350 0.110 0.540 0.010 13.000 4.500 0.487 
-76.25 37.75 0.239 0.244 0.518 0.012 11.047 4.969 0.449 
58.75 20.25 0.232 0.288 0.480 0.004 12.860 8.169 0.428 
-108.75 69.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
93.75 18.75 0.351 0.304 0.345 0.018 11.807 5.563 0.476 
-111.75 41.25 0.310 0.360 0.330 0.018 11.000 6.200 0.500 
99.25 50.75 0.280 0.480 0.240 0.022 11.000 7.000 0.284 
130.75 31.75 0.250 0.440 0.310 0.052 12.000 6.000 0.559 
139.75 52.25 0.400 0.350 0.250 0.384 15.000 5.900 0.936 
10.25 24.75 0.170 0.270 0.560 0.004 9.000 8.000 0.424 
116.25 -24.25 0.210 0.210 0.580 0.005 10.000 8.000 0.374 
92.75 31.75 0.270 0.300 0.430 0.014 11.000 7.600 0.368 
162.25 56.75 0.270 0.300 0.430 0.014 11.000 7.600 0.427 
-69.25 18.75 0.270 0.240 0.490 0.008 10.000 6.400 0.324 
91.25 37.75 0.270 0.300 0.430 0.014 11.000 7.600 0.355 
-76.75 20.75 0.530 0.240 0.230 0.012 12.000 6.800 0.386 
-23.75 70.75 0.410 0.330 0.260 0.307 21.000 4.400 0.611 
-94.75 29.25 0.500 0.253 0.247 0.018 11.819 6.680 0.501 
96.25 4.75 0.360 0.250 0.390 0.022 13.000 5.000 0.569 
143.75 -33.25 0.260 0.250 0.490 0.007 11.000 7.800 0.329 
118.25 -34.25 0.170 0.220 0.610 0.005 12.000 6.200 0.433 
56.25 25.75 0.270 0.300 0.430 0.014 11.000 7.600 0.466 
-14.25 16.75 0.130 0.190 0.680 0.006 11.000 6.500 0.366 
80.25 8.75 0.270 0.240 0.490 0.008 10.000 6.400 0.467 
112.25 41.75 0.320 0.400 0.280 0.014 10.000 7.400 1.000 
-108.25 35.25 0.230 0.400 0.370 0.013 9.000 7.200 0.346 
